Namespace(Cluster_gamma=0.01, Feature_alpha=1.0, Label_beta=0.05, Use_tSNE=True, arch='ResNet18', batch_size=128, epochs=800, evaluate=False, lr=0.3, momentum=0.9, num_classes=10, print_freq=50, resume='', save_dir='saveModel-000', save_every=100, seed=2023, start_epoch=0, temperature=4.0, warm_up_epochs=16, weight_decay=1e-05, workers=4)
Epoch	train_loss	val_loss	train_acc	val_acc	
743	0.010	0.345	99.936	92.388
744	0.010	0.347	99.940	92.258
745	0.011	0.332	99.886	92.648
746	0.010	0.328	99.936	92.808
747	0.010	0.338	99.898	92.608
748	0.010	0.331	99.916	92.608
749	0.010	0.333	99.936	92.708
750	0.010	0.325	99.940	92.698
751	0.010	0.332	99.936	92.718
752	0.010	0.324	99.932	92.738
753	0.009	0.328	99.942	92.448
754	0.009	0.330	99.946	92.678
755	0.009	0.326	99.948	92.829
756	0.009	0.320	99.954	92.728
757	0.009	0.334	99.934	92.778
758	0.010	0.324	99.924	92.668
759	0.009	0.325	99.924	92.839
760	0.009	0.334	99.956	92.668
761	0.009	0.335	99.946	92.718
762	0.009	0.336	99.936	92.548
763	0.009	0.323	99.936	92.819
764	0.009	0.347	99.940	92.678
765	0.009	0.335	99.952	92.488
766	0.009	0.331	99.934	92.538
767	0.009	0.335	99.954	92.688
768	0.009	0.340	99.922	92.618
769	0.009	0.342	99.954	92.608
770	0.009	0.334	99.948	92.849
771	0.008	0.329	99.942	92.618
772	0.009	0.334	99.944	92.718
773	0.009	0.331	99.952	92.829
774	0.009	0.336	99.942	92.698
775	0.009	0.335	99.946	92.368
776	0.008	0.331	99.960	92.638
777	0.009	0.338	99.934	92.638
778	0.008	0.341	99.950	92.408
779	0.008	0.341	99.966	92.488
780	0.009	0.331	99.926	92.678
781	0.009	0.344	99.948	92.578
782	0.009	0.336	99.944	92.808
783	0.008	0.346	99.958	92.578
784	0.009	0.329	99.934	92.869
785	0.008	0.329	99.956	92.778
786	0.008	0.331	99.948	92.678
787	0.008	0.329	99.948	92.688
788	0.008	0.320	99.954	92.899
789	0.009	0.334	99.936	92.678
790	0.008	0.330	99.966	92.879
791	0.008	0.329	99.964	92.808
792	0.008	0.332	99.944	92.738
793	0.008	0.337	99.964	92.568
794	0.008	0.331	99.950	92.718
795	0.008	0.334	99.948	92.949
796	0.008	0.332	99.950	92.748
797	0.008	0.324	99.942	92.819
798	0.008	0.329	99.962	92.728
799	0.008	0.323	99.960	92.708
